"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 15 12:01:29 PET 2024","Mon Apr 15 12:01:36 PET 2024","7606","","template spec","","","","passes",""
